epochtime,accelX,accelY,accelZ,magnX,magnY,magnZ,gyroX,gyroY,gyroZ
1398383836,1057,-293,1886,221,2404,-963,-14980,-32764,31636
1398383836,655,-618,1308,354,2483,-963,-5138,-32764,32467
1398383836,540,-447,716,367,2600,-598,5212,-32764,31249
1398383836,937,606,-1299,246,2716,-248,3399,-32764,26268
1398383836,-832,-454,-3404,106,2781,-77,-8411,-32622,13761
1398383836,-832,793,-3060,-7,2827,-88,-15146,-26863,9662
1398383836,-2252,793,-3060,-7,2827,-218,-23914,-10027,5777
1398383836,-2393,-247,-1097,-74,2850,-218,-23406,-1324,-800
1398383836,-2025,-431,-170,-94,2846,-357,-16748,-605,-1661
1398383836,-2285,-247,508,-107,2837,-419,-4472,-4161,-1445
1398383836,-2340,-31,548,-92,2832,-396,528,-5841,-1067
1398383836,-2340,-31,89,-96,2827,-339,7000,-5776,751
1398383836,-1948,137,89,-96,2827,-339,8361,-4432,-823
1398383836,-1570,125,-241,-87,2840,-277,7828,661,-2856
1398383836,-1367,115,-228,-54,2823,-230,5132,4412,-4870
1398383836,-1221,159,-142,-6,2812,-216,4123,5162,-4715
1398383836,-1145,163,-99,20,2796,-219,2050,5282,-3805
1398383836,-1145,163,-99,53,2781,-230,1077,4729,-3618
1398383836,-1082,161,-11,53,2781,-230,-434,3276,-2533
1398383836,-1022,90,14,68,2780,-245,-894,1906,-588
1398383836,-990,46,63,68,2781,-248,-1484,1436,641
1398383836,-1060,1,-32,54,2789,-261,-1422,709,3084
1398383836,-1240,-127,-140,26,2797,-267,-1205,-34,3840
1398383836,-1240,-127,-140,2,2812,-272,-628,-1500,3145
1398383837,-1369,-211,-228,2,2812,-272,-492,-2234,1834
1398383837,-1371,-206,-294,-15,2818,-253,-540,-2411,1638
1398383837,-1328,-122,-340,-28,2824,-257,-578,-1993,1936
1398383837,-1272,-95,-351,-44,2826,-256,-561,-1522,1856
1398383837,-1272,-74,-337,-67,2839,-264,-667,181,1953
1398383837,-1228,-74,-337,-67,2834,-261,-795,1087,1771
1398383837,-1302,-83,-284,-79,2834,-261,-553,2265,910
1398383837,-1320,-67,-223,-99,2844,-276,-53,2787,366
1398383837,-1345,-96,-176,-98,2840,-276,525,2537,-512
1398383837,-1349,-59,-96,-97,2851,-283,660,2301,-516
1398383837,-1340,-21,-45,-102,2845,-283,604,2193,-709
1398383837,-1306,-5,-24,-108,2839,-290,137,2088,-444
1398383837,-1306,33,56,-110,2843,-291,-7,1959,-13
1398383837,-1334,33,56,-110,2840,-304,-260,996,609
1398383837,-1352,18,52,-113,2840,-304,-399,385,883
1398383837,-1366,-12,67,-124,2843,-301,-405,-656,869
1398383837,-1438,-3,9,-131,2853,-308,-319,-946,1461
1398383837,-1693,-140,-161,-143,2856,-304,414,-874,2613
1398383837,-1693,-1074,-268,-170,2866,-284,2790,-3459,3932
1398383837,-3083,-1074,-268,-170,2866,-240,4152,-5632,-3020
1398383837,-5332,-2391,-714,-82,2830,-240,3556,-10896,-30671
1398383837,-4884,-1878,-36,220,2680,-194,2500,-14645,-32764
1398383837,-2413,-1049,1142,623,2416,-112,3117,-23705,-32764
1398383837,2223,-908,1334,993,1987,83,15303,-25448,-32764
1398383837,2223,3444,652,1195,1622,141,18532,-3748,-32717
1398383837,10590,3368,652,1195,1622,21,-3300,16697,16711
1398383837,4258,2243,749,1162,1763,21,-5633,23725,32500
1398383837,-849,-1732,94,926,2150,-168,-6521,24630,32349
1398383837,-10669,-2093,272,773,2308,-232,-7313,-21550,-274
1398383837,-6754,-1068,1526,815,2259,-79,-5991,-32128,-6751
1398383837,-6754,-1068,758,869,2149,191,6407,-32751,-16833
1398383837,1601,380,589,869,2149,191,6884,-26991,-19175
1398383837,5757,2753,-636,922,2053,289,-10402,23900,4964
1398383837,2999,1179,-1221,917,2139,-2,-13541,32711,4483
1398383837,-5019,-2028,12,887,2160,-391,-2806,32726,-10428
1398383837,-8603,-172,1464,963,2034,-494,3983,4371,-23672
1398383837,-8485,-172,1464,963,1910,-373,11282,-10791,-19453
1398383837,-2612,315,722,1076,1910,-373,21407,-2010,-22149
1398383837,4542,179,-1967,1163,1757,-323,26647,24042,-22652
1398383837,4187,414,-721,1166,1682,-575,31890,32736,-14525
1398383837,1092,-513,1571,1036,1731,-876,-32768,32736,5885
1398383837,1092,1535,3849,864,1937,-913,31944,25867,20528
1398383837,-4652,1433,3849,864,2193,-675,24023,-29982,32740
1398383837,-5392,3047,4648,775,2167,-675,8360,-32764,32740
1398383837,-1963,674,2902,688,2340,-259,6110,-32764,30961
1398383837,4071,62,-1739,557,2461,81,6458,-32372,11476
1398383837,2578,1867,-3920,482,2503,50,-12857,11931,8853
1398383837,2578,-331,-226,427,2556,-169,-17140,27183,2873
1398383837,-1426,-331,-226,427,2812,-214,-10150,10065,332
1398383837,-6171,-597,2445,404,2565,-214,-2427,-22749,2351
1398383837,-4108,-847,2126,400,2580,-127,-1295,-31317,4165
1398383837,-389,-346,486,384,2593,18,1129,-30687,2473
1398383837,2810,1743,-55,345,2601,88,-2027,-23823,10413
1398383837,2810,1743,-89,235,2669,101,-9781,-15482,12673
1398383837,1357,1604,-89,235,2669,101,-11507,-21859,26785
1398383837,-29,59,-65,18,2775,119,-10999,-24811,31976
1398383837,-2734,-1740,-1334,-270,2882,124,-12085,-26177,23099
1398383837,-4145,-2331,-1774,-443,2927,85,-12287,-27626,10091
1398383837,-2036,-1013,-809,-528,2948,57,-10984,-25356,6091
1398383837,-2036,-1013,-41,-537,2951,15,-10740,-11202,-238
1398383838,-275,774,-45,-537,2951,15,-9738,-3868,-1674
1398383838,779,1273,347,-547,2950,-53,-7604,10211,1359
1398383838,426,615,11,-572,2962,-123,-6354,16567,448
1398383838,-2483,-1250,-936,-598,2962,-189,-2859,22155,-2565
1398383838,-4531,-2627,-1155,-537,2952,-212,732,22131,-17183
1398383838,-4476,-2627,-1155,-537,2897,-181,8738,14745,-27873
1398383838,-4560,-1572,-834,-320,2897,-181,11529,298,-32764
1398383838,-3288,-496,98,7,2789,-100,11581,-9654,-32764
1398383838,-277,194,726,342,2603,25,6322,-24950,-32606
1398383838,1956,1164,952,536,2455,167,2233,-28787,-8783
1398383838,2212,1578,449,477,2485,289,-6033,-31231,10371
1398383838,2219,1578,449,477,2595,300,-8986,-12678,19026
1398383838,1332,415,-1361,322,2595,300,-16769,-1132,18315
1398383838,145,-606,-2084,195,2699,170,-16455,17312,13217
1398383838,-1173,-1277,-2065,123,2759,-8,-13913,24527,5270
1398383838,-1457,-652,-629,149,2757,-194,-7998,32420,-11089
1398383838,-1457,116,1222,247,2690,-384,-6243,32736,-23090
1398383838,-529,94,1222,247,2690,-496,3908,32734,-20961
1398383838,-2200,75,2417,319,2641,-496,10902,19640,-7502
1398383838,-3763,-41,1721,313,2637,-463,20315,3749,4573
1398383838,-3542,6,122,222,2701,-261,22261,-24440,20350
1398383838,-1213,-49,-2116,127,2753,-64,17565,-26083,16771
1398383838,-1213,-49,-2116,85,2762,-22,2924,-107,4485
1398383838,1379,888,-2103,85,2762,-22,-4017,30555,-11259
1398383838,1013,1236,-656,131,2741,-182,-11589,32736,-14121
1398383838,-1959,230,823,180,2709,-376,-5451,12461,-684
1398383838,-5565,-148,2224,139,2732,-358,1288,-15519,10409
1398383838,-4479,-640,1537,54,2784,-140,11027,-32764,16635
1398383838,-4479,-640,1537,54,2776,30,11830,-31618,-4635
1398383838,-561,-254,-2225,58,2776,30,5860,13572,-20298
1398383838,2501,726,-2183,264,2679,-44,2211,32736,-32764
1398383838,3595,1096,143,510,2523,-347,-2382,32736,-32763
1398383838,-921,26,2624,587,2409,-630,7793,31418,-18419
1398383838,-921,1170,2703,555,2436,-606,11956,12455,-779
1398383838,-4593,1170,2703,555,2692,-353,5696,-32390,28818
1398383838,-5547,836,3065,452,2564,-353,4302,-32764,28070
1398383838,-443,-1119,280,333,2654,-42,6266,-32586,4481
1398383838,3582,630,-2700,285,2663,99,-3903,697,-3360
1398383838,2467,1385,-1454,313,2653,-10,-10837,30658,-7145
1398383838,-836,-217,115,337,2644,-201,-9056,32346,-6690
1398383838,-6212,-679,2172,313,2666,-220,2751,-6314,4933
1398383838,-6394,-679,2172,313,2717,11,7016,-29791,13850
1398383838,-5241,-319,2114,217,2717,11,11278,-32764,16992
1398383838,298,-320,-666,87,2732,273,8996,-27888,-1008
1398383838,2748,1601,-1343,76,2727,353,-8041,-9547,-6284
1398383838,2597,1514,-1118,145,2723,168,-22269,30522,-13260
1398383838,2597,-790,100,278,2689,-155,-21373,32736,-17851
1398383838,-1201,-776,100,278,2586,-342,-1423,31952,-29533
1398383838,-6699,-618,1736,434,2586,-342,5113,-2991,-19129
1398383838,-5039,552,1673,578,2488,-290,10327,-12337,-13648
1398383838,-491,334,82,689,2394,-184,9902,2814,-18219
1398383838,3964,324,-1780,814,2272,-279,6643,25537,-22546
1398383838,3964,-214,-176,893,2114,-625,8295,32736,-31810
1398383838,1420,-214,-176,893,2114,-849,13656,32736,-11442
1398383838,-2861,130,1433,850,2063,-849,12274,3892,4708
1398383838,-4590,2843,2739,817,2156,-705,6776,-32764,32507
1398383838,-2616,926,3407,695,2382,-242,8909,-32764,32740
1398383838,2175,-262,296,372,2594,266,13278,-32764,32070
1398383838,2175,-262,-2983,186,2662,377,820,-30289,20420
1398383838,2423,1898,-2983,186,2662,121,-27180,23183,-8152
1398383839,1563,616,-1732,271,2687,98,-31907,32621,-25687
1398383839,-2229,-531,88,414,2602,-318,-31185,31969,-27091
1398383839,-5805,-163,1411,531,2488,-530,-12728,-10391,-8815
1398383839,-3366,799,2310,535,2515,-408,-2462,-29960,10285
1398383839,-3366,799,-506,436,2609,-241,7416,-24602,21075
1398383839,1832,461,-310,436,2609,-241,1175,2798,-7183
1398383839,1924,553,-1380,427,2604,-360,-7926,32725,-17317
1398383839,-733,-963,-113,465,2526,-617,-6270,30051,-19802
1398383839,-4754,-288,1612,520,2463,-675,9150,10025,-15200
1398383839,-4571,800,2239,539,2506,-437,18717,-32266,15478
1398383839,-4571,800,2239,283,2628,-50,21734,-32764,31606
1398383839,2790,1834,-1886,238,2702,112,-3757,-6452,14569
1398383839,1551,244,-1537,180,2749,-92,-24005,31056,-457
1398383839,-3884,-1801,-162,193,2735,-349,-22984,17803,-9254
1398383839,-3884,-265,1363,235,2699,-371,-9427,-7142,-6646
1398383839,-5772,-398,1366,218,2732,-178,8298,-32760,9578
1398383839,-1439,238,1366,167,2752,-24,14259,-14843,7872
1398383839,2108,1432,-1177,167,2752,-150,-5090,30452,-1994
1398383839,2220,1269,-1177,183,2726,-449,-11075,32736,-14410
1398383839,-1483,-1782,200,183,2671,-551,-3924,18127,-14588
1398383839,-6026,-1345,2105,220,2686,-386,10238,-12942,9902
1398383839,-4230,737,1794,249,2686,0,20716,-32764,16536
1398383839,-564,421,1630,184,2732,512,32274,-32764,20626
1398383839,2889,1797,-865,-3,2750,379,-3167,-9249,12922
1398383839,1671,1863,-1808,-109,2800,349,-18897,13171,5175
1398383839,-641,-643,-79,-92,2842,83,-28754,32579,-5827
1398383839,-5546,-1770,460,-28,2832,-146,-26587,24130,-11257
1398383839,-5546,-1770,204,43,2800,-136,-9451,-26742,-6702
1398383839,-4603,-433,218,43,2800,-136,-3885,-31512,828
1398383839,937,940,-549,50,2802,-29,-4650,-15142,236
1398383839,2065,1583,-1060,72,2803,-109,-15925,30500,-10313
1398383839,313,232,-19,128,2768,-414,-20655,32736,-12939
1398383839,-4039,-2084,2080,149,2707,-663,-5147,31717,-19352
1398383839,-3872,-2084,2080,149,2669,-546,7942,9864,-5356
1398383839,-5538,201,1992,255,2669,-546,22218,-32739,10759
1398383839,-1824,-100,2230,247,2727,-114,32066,-32764,29016
1398383839,3523,1200,-893,17,2772,354,20181,-32576,22331
1398383839,2526,2680,-2965,-84,2815,321,-25624,9606,2424
1398383839,2526,-348,-728,13,2838,-52,-32153,30616,-9429
1398383839,1218,-348,-728,13,2582,-470,-31346,32736,-27344
1398383839,-3958,-2411,1108,129,2759,-470,-18191,7738,-30081
1398383839,-6136,-122,2055,314,2647,-499,15777,-25385,-14717
1398383839,-1756,1510,1523,336,2670,-168,22386,-32757,27956
1398383839,2775,1072,-1654,155,2770,60,14455,-26012,25573
1398383839,2775,1072,-2448,136,2780,-100,-16642,26844,-2771
1398383839,2133,1201,-2448,136,2780,-542,-26995,32736,-14136
1398383839,-524,-1550,283,151,2745,-542,-16014,32733,-24782
1398383839,-5633,-1665,2869,220,2651,-733,3039,-11646,-17583
1398383839,-4514,1462,1923,335,2632,-514,19615,-31765,4031
1398383839,-316,804,1422,262,2711,-87,23420,-32764,26916
1398383839,-316,804,-2632,94,2780,97,14504,-30933,27018
1398383839,2923,1237,-2632,94,2780,-159,-16810,20330,-2617
1398383839,2094,839,-1254,115,2788,-120,-23583,32657,-13467
1398383839,-2481,-2174,726,154,2738,-459,-8333,31916,-20706
1398383839,-5536,-107,1797,246,2695,-440,18423,-20180,-1766
1398383839,-2809,628,1660,187,2752,-135,21684,-32526,17655
1398383839,-2809,628,-1861,-32,2827,138,17592,-31952,30371
1398383840,1393,631,-1861,-32,2827,138,2486,-16536,3278
1398383840,2062,1278,-1941,-77,2865,61,-22891,28823,-4665
1398383840,917,-83,476,-63,2872,-251,-18097,32736,-17006
1398383840,-4036,-2204,1515,29,2809,-431,1343,30418,-24420
1398383840,-4897,301,1443,89,2795,-250,28681,-17848,768
1398383840,-4897,301,1443,-167,2822,78,32102,-31706,19278
1398383840,-1949,170,879,-2,2822,78,27730,-31137,20948
1398383840,1611,1918,-2194,-169,2871,208,-8365,6441,1165
1398383840,1524,1234,-143,-167,2871,208,-17629,30886,-10838
1398383840,-2406,-1406,142,-76,2868,17,-11501,20014,-14396
1398383840,-5102,-944,205,-5,2839,18,3083,-27081,-1440
1398383840,-2873,167,1325,-90,2852,196,5251,-32761,20098
1398383840,967,897,-430,-300,2910,326,197,-32674,22035
1398383840,1002,897,-430,-300,2945,229,-18901,-5604,854
1398383840,1336,1338,-620,-342,2945,229,-26275,15334,-11937
1398383840,772,239,-391,-196,2940,-56,-32731,32736,-27516
1398383840,-2337,-1547,783,-55,2874,-446,-32493,32736,-21952
1398383840,-4814,-1814,875,62,2793,-627,-8189,11691,-20433
1398383840,-4814,-22,365,206,2746,-489,8555,-24114,-9634
1398383840,-3753,-123,365,206,2746,-331,18066,-20139,-3798
1398383840,1946,829,-247,256,2735,-331,6528,21880,-3428
1398383840,1426,1196,-223,263,2731,-407,507,32205,-6647
1398383840,-2025,-903,310,307,2681,-537,6666,28700,-21247
1398383840,-4306,-852,643,416,2608,-509,14153,15587,-14137
1398383840,-4306,-852,387,478,2590,-342,18521,-13745,-4945
1398383840,-2768,52,369,478,2590,-86,17894,-12014,-107
1398383840,1255,827,-1016,497,2583,-189,14045,7729,-2572
1398383840,2050,1146,-1211,535,2548,-266,6218,32736,-18844
1398383840,-868,-244,667,603,2467,-482,10536,32736,-23110
1398383840,-4452,549,2001,669,2385,-527,16838,20089,-18049
1398383840,-4415,549,2001,669,2426,-373,12474,-27631,12903
1398383840,-3433,1095,2206,672,2426,-373,9306,-32757,25807
1398383840,-1044,620,1026,521,2558,-85,5976,-32764,32738
1398383840,1058,319,-222,276,2695,132,3089,-32216,30768
1398383840,2136,1262,-624,113,2782,167,-9491,-1890,14836
1398383840,2136,-312,-431,32,2838,41,-14072,12111,11024
1398383840,-1310,-312,-431,32,2882,7,-10147,-7523,13639
1398383840,-5705,-780,419,-88,2882,7,-6404,-32714,19888
1398383840,-2697,-870,862,-247,2926,105,279,-32764,23602
1398383840,-200,710,287,-484,2988,191,-10695,-32764,28442
1398383840,860,2001,-112,-742,3053,102,-21237,-32715,26697
1398383840,860,721,-431,-947,3089,-118,-32679,-25980,22519
1398383840,358,602,-431,-947,3089,-326,-31674,-23622,3522
1398383840,-1364,-3143,-145,-1024,3084,-326,-15403,-21307,-10274
1398383840,-2860,-4064,-760,-888,3076,-384,4372,-16975,-16598
1398383840,-1894,-907,-481,-738,3071,-301,10336,-12737,-14723
1398383840,957,1822,-161,-562,3046,-232,5396,5554,-22292
1398383840,957,1822,-417,-435,3019,-324,-3915,17507,-19917
1398383840,1235,1974,-440,-435,3019,-580,-19122,32572,-13705
1398383840,-253,-769,-823,-393,2982,-548,-21567,32736,-20064
1398383840,-3462,-3061,-467,-332,2911,-743,-7542,30281,-23118
1398383840,-3889,-1881,480,-208,2871,-748,13261,4452,-15935
1398383840,-561,363,191,-124,2864,-637,17602,854,-9583
1398383840,-746,363,191,-124,2853,-605,11155,17001,-8678
1398383840,1683,1713,-347,-81,2853,-605,2147,30189,-14934
1398383840,1018,1105,-418,-92,2823,-777,-10932,32736,-17420
1398383840,-3026,-1171,415,-135,2743,-975,-3061,30271,-18339
1398383840,-5138,-852,1939,-85,2698,-1025,1589,9654,-18883
1398383840,-2852,147,1865,11,2714,-894,14191,-27745,5804
1398383840,-2852,147,1865,-8,2808,-652,19973,-32663,21118
1398383841,-37,148,894,-8,2808,-396,20414,-19940,18899
1398383841,2421,1130,-756,-102,2883,-491,3544,22463,3383
1398383841,836,761,-1097,-162,2897,-557,-5131,32285,-4783
1398383841,-3092,-2026,912,-158,2861,-677,2592,27674,-18447
1398383841,-4116,-307,1651,-89,2842,-620,10758,9117,913
1398383841,-4273,-307,1651,-89,2893,-418,20344,-25807,12140
1398383841,-2213,283,1545,-133,2893,-418,23530,-32764,27535
1398383841,-1845,509,1356,-281,2964,-121,27062,-32764,32336
1398383841,-279,-304,640,-544,3007,179,27133,-32764,25503
1398383841,955,375,50,-720,2995,406,23914,-32764,10309
1398383841,699,1461,-1372,-713,2970,450,-2975,-20207,-10420
1398383841,667,1461,-1372,-616,3010,256,-19711,11231,-16606
1398383841,-66,665,-1416,-616,3010,256,-32667,21210,-20554
1398383841,-1714,-1730,-919,-444,3008,-19,-21935,22301,-22248
1398383841,-3213,-2381,-429,-294,2970,-180,-10055,14737,-20012
1398383841,-1303,-14,60,-180,2924,-178,7339,5876,-10891
1398383841,-1303,1108,-64,-112,2907,-147,9595,9172,-9830
1398383841,1101,1108,-64,-112,2885,-146,6831,18076,-10122
1398383841,-584,423,135,-65,2885,-146,7142,7602,-14493
1398383841,-3574,-1438,492,23,2832,-111,13249,-5623,-12716
1398383841,-4067,-1157,947,77,2802,75,21732,-31369,-3532
1398383841,-1969,-76,1258,42,2761,364,24664,-32764,567
1398383841,-1969,1460,-137,-68,2727,586,15510,-31740,5588
1398383841,963,1495,-137,-68,2727,578,4016,-6360,-9761
1398383841,1343,2608,-1351,-57,2720,578,-18809,4287,-14523
1398383841,-778,309,-1143,49,2737,422,-19174,4301,-14729
1398383841,-3763,-1889,-1314,133,2720,324,-11428,-2773,-11031
1398383841,-3567,-1081,-544,183,2698,365,2567,-14231,-8383
1398383841,-3567,-1081,743,208,2649,466,7213,-16413,-6294
1398383841,-1030,229,743,208,2649,722,9327,-12061,-2712
1398383841,1182,1849,804,207,2616,548,4319,4134,12122
1398383841,1320,2429,-197,133,2682,494,-15562,15636,19811
1398383841,336,512,-1162,8,2822,229,-31926,32695,22686
1398383841,-2613,-2382,-715,-88,2911,-126,-31700,32736,15577
1398383841,-2613,-2382,-715,-88,2876,-326,-12608,31263,-13542
1398383841,-4108,-2634,125,-34,2876,-326,-2618,23775,-18796
1398383841,-2749,-348,636,91,2816,-360,8763,9723,-16259
1398383841,-43,1002,868,192,2775,-319,11477,5872,-3123
1398383841,480,1373,1021,197,2779,-267,8488,3922,2243
1398383841,-355,582,659,174,2801,-227,6825,1977,4636
1398383841,-2873,-1382,-396,95,2831,-183,3127,-6568,12367
1398383841,-2873,-1382,-396,47,2842,-105,2905,-14135,6061
1398383841,-3442,-1735,-978,47,2842,-105,6697,-25897,7609
1398383841,-809,-106,-959,-8,2864,21,7102,-12191,3698
1398383841,2182,1678,-1085,-25,2870,68,-3280,4316,-1439
1398383841,1416,1900,-779,13,2865,-98,-20494,31886,-10390
1398383841,-1656,-751,78,29,2846,-378,-23175,32736,-9162
1398383841,-1617,-751,78,29,2815,-517,-10292,23790,-10791
1398383841,-4703,-1613,1558,46,2815,-517,-1697,4794,-4679
1398383841,-4470,-780,1932,109,2806,-464,11566,-23615,928
1398383841,-1207,-85,1331,133,2808,-278,15487,-23791,1349
1398383841,923,1151,-31,143,2803,-119,14831,-15893,460
1398383841,923,1398,-1402,146,2801,-76,1400,-461,-236
1398383841,373,1398,-1402,146,2801,-155,-6013,4947,1292
1398383841,-451,404,-1115,122,2812,-155,-12958,10878,2725
1398383841,-1605,-278,-558,85,2826,-279,-14405,8679,25
1398383841,-2231,-745,188,83,2830,-397,-12285,3975,-2478
1398383841,-2113,-461,651,98,2810,-455,-8162,-6272,-3691
1398383841,-2113,-205,517,120,2797,-465,-5943,-9894,-3068
1398383841,-1573,-173,517,120,2797,-452,-2035,-9809,-480
1398383842,-1038,69,437,132,2795,-452,-1798,-969,1670
1398383842,-1480,952,1497,117,2801,-457,-6943,2588,2305
1398383842,-3014,663,5936,138,2775,-517,1942,9135,-10887
1398383842,-771,476,8104,205,2744,-495,14628,20355,-7006
1398383842,-771,-1572,3044,198,2747,-410,17700,12686,6286
1398383842,-1870,-1749,3044,198,2747,-163,25024,206,11414
1398383842,-1354,-1927,-2075,188,2735,-163,18215,-11015,12333
1398383842,-900,1770,-7819,152,2737,-10,-2457,-14038,10846
1398383842,-721,2496,-6470,114,2731,17,-12319,-11197,2620
1398383842,-886,996,-3394,149,2725,-82,-19832,-5327,-10429
1398383842,-886,996,-1103,232,2686,-207,-20300,-4300,-13910
1398383842,-1005,526,-1103,232,2686,-295,-17041,-4109,-9608
1398383842,-1440,-67,340,281,2659,-295,-11249,-8249,-2620
1398383842,-1648,-254,1095,296,2664,-295,3061,-11007,-754
1398383842,-1253,-140,1013,278,2676,-219,11233,-11862,2043
1398383842,-1016,-107,718,265,2690,-101,12554,-9991,2747
1398383842,-1016,-107,206,236,2698,-30,10825,-2551,3170
1398383842,-769,-40,240,236,2698,-30,8727,1870,2678
1398383842,-1155,-122,-114,211,2707,1,4864,7304,2012
1398383842,-1428,-206,-262,194,2713,-5,3477,6926,998
1398383842,-1725,-159,-216,190,2716,-10,1589,5040,853
1398383842,-1725,-37,-113,176,2719,-9,326,1635,704
1398383842,-1579,-37,-113,176,2715,-17,-375,736,496
1398383842,-1382,86,-72,168,2715,-17,-2219,-38,145
1398383842,-1259,132,-55,164,2721,-33,-3258,183,-87
1398383842,-1276,107,-40,159,2727,-59,-5003,307,133
1398383842,-1430,-24,-108,155,2731,-95,-5199,-707,539
1398383842,-1430,-24,-186,151,2735,-115,-5065,-1159,266
1398383842,-1403,-116,-186,151,2735,-142,-4366,-1516,261
1398383842,-1299,-129,-241,147,2733,-142,-3782,-1218,340
1398383842,-1248,-113,-277,145,2742,-159,-2635,-230,-490
1398383842,-1195,-55,-389,144,2745,-175,-2238,412,-1015
1398383842,-1238,-44,-411,152,2740,-192,-2038,192,-745
1398383842,-1238,-44,-227,159,2745,-209,-1733,84,-540
1398383842,-1299,-81,-227,159,2745,-209,-1311,190,-469
1398383842,-1331,-95,-20,145,2744,-219,147,401,-883
1398383842,-1254,-55,30,143,2745,-227,723,636,-1397
1398383842,-1191,-2,-73,152,2741,-230,1000,1268,-1457
1398383842,-1206,18,-72,153,2742,-229,792,1666,-1599
1398383842,-1206,18,-72,153,2742,-237,-56,1629,-1455
1398383842,-1278,5,-38,153,2742,-237,-927,832,-1150
1398383842,-1327,19,-1,157,2749,-254,-1301,371,-926
1398383842,-1379,-49,-65,165,2734,-267,-1517,-690,-708
1398383842,-1416,-77,-93,157,2739,-258,-1508,-1139,-1050
1398383842,-1416,-14,-110,160,2739,-276,-1552,-1885,-1137
1398383842,-1429,-14,-110,160,2744,-284,-1980,-2359,-821
1398383842,-1421,13,-37,160,2744,-284,-1768,-2313,-681
1398383842,-1425,0,47,164,2739,-286,-1395,-1939,-611
1398383842,-1371,-9,88,170,2732,-290,-993,-1546,-683
1398383842,-1341,-12,78,180,2736,-291,-379,-624,-1007
1398383842,-1341,-12,78,185,2730,-297,-278,375,-1427
1398383842,-1256,-26,78,185,2730,-301,-98,960,-1580
1398383842,-1252,9,191,199,2728,-301,382,2231,-1497
1398383842,-1303,41,446,197,2721,-304,820,2636,-1248
1398383842,-1366,-20,662,209,2720,-305,2517,3539,-1265
1398383842,-1435,-140,1137,222,2706,-283,4028,3594,-1860
1398383842,-1435,-140,1099,233,2699,-221,8638,1227,-232
1398383842,-1421,-149,1099,233,2699,-95,15001,-8485,14346
1398383842,-1557,701,-1575,167,2731,-95,14243,-15933,22884
1398383842,-1376,4363,-8588,14,2811,-22,-16495,-19574,3579
1398383843,-838,-2118,-7832,35,2832,-119,-15278,-19295,-7694
1398383843,-431,-2367,-4041,77,2850,-171,-4498,-10614,-7220
1398383843,-431,-2367,823,188,2811,-253,-4119,4324,-24284
1398383843,-528,-1693,769,188,2811,-509,-9184,8577,-24025
1398383843,-1631,392,5320,304,2745,-388,1509,5620,-5583
1398383843,-3069,1905,6441,303,2742,-401,9599,16,1712
1398383843,-2267,1475,4785,273,2769,-275,17743,-9375,6976
1398383843,-1160,603,2450,245,2793,-102,20275,-11134,5158
1398383843,-140,441,-86,199,2802,35,17684,-1330,6838
1398383843,-140,482,-1594,165,2821,40,2163,5783,5213
1398383843,-50,482,-1594,165,2820,-74,-9895,18155,-1518
1398383843,-585,63,-981,175,2820,-74,-12798,23179,-2545
1398383843,-1506,-77,-392,178,2820,-242,-14880,21431,-3005
1398383843,-2234,-237,407,180,2802,-402,-10322,12077,-4718
1398383843,-2336,-38,610,200,2781,-481,-7060,6362,-4489
1398383843,-1912,-112,344,225,2765,-496,-2790,-2352,-1607
1398383843,-1912,-112,344,225,2763,-484,-1408,-4927,1313
1398383843,-1430,-103,-440,237,2763,-484,-702,-6297,2156
1398383843,-1136,-210,-1215,241,2773,-457,-1400,-5021,825
1398383843,-1021,-75,-1252,241,2771,-451,-3690,-4055,211
1398383843,-1029,67,-633,230,2771,-490,-4994,-1309,262
1398383843,-1029,223,379,231,2764,-512,-5086,-385,-237
1398383843,-1332,223,379,231,2757,-520,-1995,-684,-2145
1398383843,-1520,215,1232,251,2757,-520,699,811,-1673
1398383843,-1184,37,1185,264,2742,-509,6191,2861,-1063
1398383843,-948,76,447,271,2744,-468,8140,4771,-720
1398383843,-909,-57,-498,267,2750,-447,7592,5436,-270
1398383843,-909,199,-937,262,2752,-426,2444,5503,-798
1398383843,-1122,64,-937,262,2752,-458,-1288,5255,367
1398383843,-1458,222,-390,252,2752,-458,-7467,3242,537
1398383843,-1687,131,231,238,2748,-529,-8810,-436,35
1398383843,-1632,115,516,240,2729,-565,-7960,-1824,-180
1398383843,-1363,34,291,250,2724,-589,-4488,-3000,-283
1398383843,-1363,34,-226,250,2723,-585,-2416,-3226,491
1398383843,-1198,-115,-226,250,2723,-585,1646,-3717,2775
1398383843,-1198,-157,-818,252,2727,-553,2905,-3540,3446
1398383843,-1181,-15,-1055,221,2751,-526,3107,-2112,3329
1398383843,-1234,194,-780,194,2760,-500,2633,-124,2840
1398383843,-1289,158,-297,176,2774,-502,2313,1148,1918
1398383843,-1289,158,-297,176,2777,-496,2511,4019,-882
1398383843,-1342,90,53,176,2777,-496,2468,5071,-2430
1398383843,-1387,83,226,183,2776,-502,2110,5544,-3788
1398383843,-1341,142,365,193,2770,-514,1696,4998,-2364
1398383843,-1321,202,468,201,2766,-518,871,3159,-1420
1398383843,-1321,159,539,199,2762,-539,-1071,2248,-228
1398383843,-1284,159,539,199,2762,-557,-2191,1889,-510
1398383843,-1293,82,559,198,2763,-557,-3673,1040,-861
1398383843,-1205,94,360,205,2750,-589,-4265,763,-467
